date,time,id,roadname,fromnode,tonode,len,maxSpeed,speed,ttime,traffic
2025-10-05,08:20:00,3,황새울로,느티마을사거리,상록사거리,560,50,11,184.0,3
2025-10-05,08:20:00,7,불정로,한솔청구어린이집,불정사거리,758,50,22,124.0,2
2025-10-05,08:30:00,8,불정로,불정사거리,계원삼거리,387,50,37,38.0,1
2025-10-05,08:30:00,7,불정로,한솔청구어린이집,불정사거리,758,50,24,114.0,2
2025-10-05,08:30:00,9,내정로,계원삼거리,신기사거리,390,30,20,70.0,2
2025-10-05,08:30:00,5,정자로,신기사거리,정든마을사거리,374,50,12,112.0,3
2025-10-05,08:30:00,10,정자로,신기사거리,상록사거리,440,50,31,51.0,1
2025-10-05,08:30:00,2,느티로,궁내사거리,느티마을사거리,158,50,12,47.0,3
2025-10-05,08:30:00,6,정자로,정든마을사거리,한솔청구어린이집,369,30,11,121.0,2
2025-10-05,08:40:00,9,내정로,계원삼거리,신기사거리,390,30,18,78.0,2
2025-10-05,08:40:00,6,정자로,정든마을사거리,한솔청구어린이집,369,30,11,121.0,2
2025-10-05,08:40:00,10,정자로,신기사거리,상록사거리,440,50,22,72.0,2
2025-10-05,08:40:00,2,느티로,궁내사거리,느티마을사거리,158,50,9,63.0,3
2025-10-05,08:40:00,3,황새울로,느티마을사거리,상록사거리,560,50,14,144.0,3
2025-10-05,08:40:00,8,불정로,불정사거리,계원삼거리,387,50,37,38.0,1
2025-10-05,08:40:00,1,성남대로,금곡교사거리,궁내사거리,561,70,50,40.0,2
2025-10-05,08:40:00,11,정자로,상록사거리,금곡교사거리,152,50,31,18.0,1
2025-10-05,08:40:00,7,불정로,한솔청구어린이집,불정사거리,758,50,23,119.0,2
2025-10-05,08:40:00,5,정자로,신기사거리,정든마을사거리,374,50,15,90.0,2
2025-10-05,08:40:00,4,정자로,상록사거리,신기사거리,440,50,28,57.0,1
2025-10-05,08:50:00,3,황새울로,느티마을사거리,상록사거리,560,50,19,106.0,2
2025-10-05,08:50:00,11,정자로,상록사거리,금곡교사거리,152,50,31,18.0,1
2025-10-05,08:50:00,5,정자로,신기사거리,정든마을사거리,374,50,12,112.0,3
2025-10-05,08:50:00,2,느티로,궁내사거리,느티마을사거리,158,50,15,38.0,2
2025-10-05,08:50:00,6,정자로,정든마을사거리,한솔청구어린이집,369,30,11,121.0,2
2025-10-05,08:50:00,8,불정로,불정사거리,계원삼거리,387,50,37,38.0,1
2025-10-05,08:50:00,10,정자로,신기사거리,상록사거리,440,50,33,48.0,1
2025-10-05,08:50:00,7,불정로,한솔청구어린이집,불정사거리,758,50,25,109.0,2
2025-10-05,08:50:00,1,성남대로,금곡교사거리,궁내사거리,561,70,35,58.0,2
2025-10-05,08:50:00,9,내정로,계원삼거리,신기사거리,390,30,17,83.0,2
2025-10-05,08:50:00,4,정자로,상록사거리,신기사거리,440,50,25,63.0,2
2025-10-05,09:00:00,11,정자로,상록사거리,금곡교사거리,152,50,31,18.0,1
2025-10-05,09:00:00,8,불정로,불정사거리,계원삼거리,387,50,39,36.0,1
2025-10-05,09:00:00,10,정자로,신기사거리,상록사거리,440,50,23,69.0,2
2025-10-05,09:00:00,9,내정로,계원삼거리,신기사거리,390,30,22,64.0,2
2025-10-05,09:00:00,3,황새울로,느티마을사거리,상록사거리,560,50,19,106.0,2
2025-10-05,09:00:00,2,느티로,궁내사거리,느티마을사거리,158,50,12,47.0,3
2025-10-05,09:00:00,1,성남대로,금곡교사거리,궁내사거리,561,70,41,49.0,2
2025-10-05,09:00:00,5,정자로,신기사거리,정든마을사거리,374,50,12,112.0,3
